long,long,float,float,float,float,float,float,float,float,float,float,float,float,float,
1882,1,-0.261799007654,1.57079601288,90.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,
1902,1,-0.261799007654,1.57079601288,90.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,
1922,1,-0.261799007654,0.785398006439,35.0,45.0,0.0,0.0,0.0,0.0,0.0,0.0,19.2900009155,0.0,0.0,
1962,1,0.872664988041,0.872664988041,65.0,65.0,0.0,0.0,0.0,0.0,0.0,0.0,19.2900009155,0.0,0.0,
1982,1,0.872664988041,0.872664988041,65.0,65.0,0.0,0.0,0.0,0.0,0.0,0.0,19.2900009155,0.0,0.0,
2022,1,-0.261799007654,1.57079601288,60.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,
2023,1,-0.261799007654,0.785398006439,35.0,45.0,0.0,0.0,0.0,0.0,0.0,0.0,19.2900009155,0.0,0.0,
2024,1,-0.261799007654,1.04719805717,65.0,65.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,0.0,0.0,
2042,1,-0.261799007654,1.57079601288,60.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,
2062,1,-0.261799007654,0.785398006439,35.0,45.0,0.0,0.0,0.0,0.0,0.0,0.0,19.2900009155,0.0,0.0,
2063,1,-0.261799007654,0.785398006439,35.0,45.0,0.0,0.0,0.0,0.0,0.0,0.0,19.2900009155,0.0,0.0,
2162,1,-0.261799007654,1.57079601288,90.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,
2163,1,0.872664988041,0.872664988041,65.0,65.0,0.0,0.0,0.0,0.0,0.0,0.0,19.2900009155,0.0,0.0,
2164,1,0.872664988041,0.872664988041,65.0,65.0,0.0,0.0,0.0,0.0,0.0,0.0,19.2900009155,0.0,0.0,
2165,1,0.872664988041,0.872664988041,65.0,65.0,0.0,0.0,0.0,0.0,0.0,0.0,19.2900009155,0.0,0.0,
2166,1,-0.261799007654,1.57079601288,60.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,
2264,1,-0.261799007654,1.57079601288,90.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,
2342,1,-0.261799007654,1.57079601288,90.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,
2362,1,-0.261799007654,1.04719805717,65.0,65.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,0.0,0.0,
2503,1,-0.261799007654,1.57079601288,90.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,
2674,1,-0.261799007654,1.57079601288,90.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,
2675,1,-0.261799007654,1.57079601288,90.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,
2694,1,0.0,1.57079601288,30.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,19.2900009155,0.0,0.0,
2702,17,0.523599028587,0.523599028587,120.0,120.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5,4.0,
2704,1,0.698131978512,0.872664988041,120.0,120.0,0.0,0.0,0.0,0.0,0.0,0.0,19.2900009155,0.0,0.0,
2706,1,-0.349065989256,0.872664988041,30.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,19.2900009155,0.0,0.0,
