long,float,float,float,float,float,float,long,long,str,
853,4789.79980469,4296.56005859,-48.8736000061,-0.0375519990921,0.998457014561,-0.0408789999783,14915,571,"Waterfall_TurbulenceMedDir",
854,3223.65258789,-1590.32446289,32.3848419189,0.0,0.0,0.0,14899,571,"Waterfall_RegularMed",
855,3301.08007813,-1605.05004883,54.5722007751,-0.982959985733,-0.111441999674,-0.146174997091,14924,571,"Waterfall_TurbulenceLrgDir",
856,3330.06835938,-1604.05578613,78.4922180176,0.0,0.0,0.0,14895,571,"Waterfall_RegularLarge",
857,3636.10571289,-1618.34411621,96.2756729126,-0.982959985733,-0.111441999674,-0.146174997091,14924,571,"Waterfall_TurbulenceLrgDir",
858,3651.36206055,-1616.99975586,111.730117798,0.0,0.0,0.0,14895,571,"Waterfall_RegularLarge",
859,3686.02905273,2919.97119141,89.4921722412,0.0,0.0,0.0,14895,571,"Waterfall_RegularLarge",
860,3668.76000977,2915.63989258,41.5553016663,-0.982959985733,-0.111441999674,-0.146174997091,14924,571,"Waterfall_TurbulenceLrgDir",
865,4789.81982422,4194.89990234,-12.9437999725,-0.0343249998987,0.94046497345,0.338146001101,14924,571,"Waterfall_TurbulenceLrgDir",
866,4796.51074219,4272.50048828,-43.7985954285,0.0,0.0,0.0,14895,571,"Waterfall_RegularLarge",
867,4796.41748047,4216.72900391,-20.2442646027,0.0,0.0,0.0,14895,571,"Waterfall_RegularLarge",
868,3751.80004883,3064.41992188,43.7568016052,-0.876582980156,0.477052003145,-0.0634000003338,14924,571,"Waterfall_TurbulenceLrgDir",
869,3769.62988281,3056.04003906,89.5074996948,0.0,0.0,0.0,14895,571,"Waterfall_RegularLarge",
872,3919.05004883,2984.34008789,105.906997681,-0.880420982838,-0.473214000463,-0.030354000628,14950,571,"Waterfall_TurbulenceHugeDir",
873,4045.72998047,2976.37988281,227.220001221,-0.97563201189,-0.215591996908,0.0407180003822,14924,571,"Waterfall_TurbulenceLrgDir",
874,3966.20996094,2904.16992188,110.353996277,-0.958499014378,-0.277606993914,0.0649039968848,14915,571,"Waterfall_TurbulenceMedDir",
875,3954.9699707,3006.62011719,214.929000854,0.0,0.0,0.0,14895,571,"Waterfall_RegularLarge",
876,3985.72216797,2920.15283203,215.180877686,0.0,0.0,0.0,14895,571,"Waterfall_RegularLarge",
877,4074.3671875,2976.50805664,355.240203857,0.0,0.0,0.0,14895,571,"Waterfall_RegularLarge",
878,3837.82006836,2240.62988281,103.917999268,-0.985585987568,-0.122648000717,0.116503998637,14924,571,"Waterfall_TurbulenceLrgDir",
879,3888.54003906,2340.2800293,103.443000793,-0.995260000229,-0.0889530032873,0.0392859987915,14924,571,"Waterfall_TurbulenceLrgDir",
881,3864.40332031,2110.77001953,104.297782898,-0.985585987568,-0.122648000717,0.116503998637,14924,571,"Waterfall_TurbulenceLrgDir",
882,3907.56347656,2341.72802734,123.276527405,0.0,0.0,0.0,14899,571,"Waterfall_RegularMed",
883,3855.98535156,2239.99072266,122.950508118,0.0,0.0,0.0,14899,571,"Waterfall_RegularMed",
884,3881.33203125,2108.73950195,123.090591431,0.0,0.0,0.0,14899,571,"Waterfall_RegularMed",
885,4238.22021484,2237.51000977,271.058990479,-0.995831012726,-0.0785889998078,0.0462590008974,14950,571,"Waterfall_TurbulenceHugeDir",
886,3984.43994141,2397.82006836,211.468994141,0.522280991077,-0.825219988823,-0.215013995767,14950,571,"Waterfall_TurbulenceHugeDir",
887,4015.14990234,2051.5300293,221.623001099,0.572390019894,0.790390014648,0.218284994364,14950,571,"Waterfall_TurbulenceHugeDir",
888,4083.47998047,2424.30004883,213.095993042,-0.371419996023,-0.926495015621,-0.0604300014675,14915,571,"Waterfall_TurbulenceMedDir",
889,4129.0,2402.45996094,209.294006348,-0.652956008911,-0.745380997658,-0.134363994002,14915,571,"Waterfall_TurbulenceMedDir",
890,4176.60986328,2356.20996094,216.270996094,-0.628217995167,-0.773792982101,0.081145003438,14915,571,"Waterfall_TurbulenceMedDir",
891,4219.85009766,2304.70996094,219.733001709,-0.731064021587,-0.597757995129,-0.328981012106,14915,571,"Waterfall_TurbulenceMedDir",
892,4232.81982422,2181.22998047,220.807006836,-0.996640026569,0.013740000315,-0.0807380005717,14915,571,"Waterfall_TurbulenceMedDir",
893,4214.83984375,2104.55004883,215.294006348,-0.988775014877,0.149306997657,-0.00547299999744,14915,571,"Waterfall_TurbulenceMedDir",
894,4183.89013672,2054.9699707,208.259994507,-0.791836023331,0.609270989895,-0.0422220006585,14915,571,"Waterfall_TurbulenceMedDir",
895,4126.49023438,2013.42004395,203.949005127,-0.0932679995894,0.969587028027,0.226275995374,14915,571,"Waterfall_TurbulenceMedDir",
896,4157.02978516,2231.06005859,190.0,0.0,0.0,0.0,14915,571,"Waterfall_TurbulenceMed",
897,3960.48999023,-1581.70996094,146.973007202,-1.11291003227,1.25899004936,-0.419952005148,14915,571,"Waterfall_TurbulenceMedDir",
898,2193.37011719,-3593.55004883,153.17199707,0.041429001838,0.966980993748,0.251453995705,14915,571,"Waterfall_TurbulenceMedDir",
899,2192.90942383,-3607.24414063,157.94342041,0.0,0.0,0.0,14899,571,"Waterfall_RegularMed",
900,2155.48999023,-3716.01000977,177.117996216,0.0974759981036,0.995232999325,0.00224100006744,14924,571,"Waterfall_TurbulenceLrgDir",
901,2154.10009766,-3730.44995117,195.123001099,0.0,0.0,0.0,14895,571,"Waterfall_RegularLarge",
902,4373.80371094,5948.00634766,45.6776504517,0.0974759981036,0.995232999325,0.00224100006744,14924,571,"Waterfall_TurbulenceLrgDir",
903,4367.37988281,5932.27001953,55.4832992554,0.0,0.0,0.0,14895,571,"Waterfall_RegularLarge",
904,4389.75976563,5959.02001953,39.5196990967,-0.970736026764,0.232894003391,0.0585500001907,14915,571,"Waterfall_TurbulenceMedDir",
906,4352.27001953,5947.27978516,48.0707015991,-0.391313999891,0.917729973793,-0.068126000464,14915,571,"Waterfall_TurbulenceMedDir",
907,4378.22998047,5987.95019531,12.6289997101,0.025183999911,0.999423980713,-0.0226460006088,14915,571,"Waterfall_TurbulenceMedDir",
908,4356.89013672,5986.93017578,11.7239999771,0.025183999911,0.999423980713,-0.0226460006088,14915,571,"Waterfall_TurbulenceMedDir",
909,4371.70019531,6004.16992188,2.56200003624,-0.686201989651,0.721253991127,0.094412997365,14915,571,"Waterfall_TurbulenceMedDir",
910,3006.48999023,4977.75,3.76244997978,0.125763997436,-0.923519015312,0.362342000008,14924,571,"Waterfall_TurbulenceLrgDir",
911,3004.0,4995.75,16.3407001495,-0.0793939977884,0.656352996826,-0.750262022018,14924,571,"Waterfall_TurbulenceLrgDir",
912,3011.60473633,5012.22998047,27.0397777557,0.0,0.0,0.0,14895,571,"Waterfall_RegularLarge",
915,3203.62988281,-1592.19995117,22.0597000122,-0.932986974716,-0.0660139992833,0.353798985481,14924,571,"Waterfall_TurbulenceLrgDir",
916,2985.40991211,-1609.66003418,6.7649102211,-0.00113800005056,-0.984511971474,0.175301998854,14924,571,"Waterfall_TurbulenceLrgDir",
917,2986.25048828,-1594.08703613,10.7928180695,0.0,0.0,0.0,14899,571,"Waterfall_RegularMed",
918,2876.62011719,-1558.40002441,5.88525009155,-0.984454989433,0.173466995358,-0.0274199992418,14915,571,"Waterfall_TurbulenceMedDir",
919,2888.9375,-1558.64038086,11.2842817307,0.0,0.0,0.0,14899,571,"Waterfall_RegularMed",
920,3970.57006836,-1592.54003906,159.824996948,0.0,0.0,0.0,14899,571,"Waterfall_RegularMed",
921,4174.97998047,-1527.18005371,149.947006226,0.225623995066,1.71006000042,0.157373994589,14915,571,"Waterfall_TurbulenceMedDir",
922,4172.92822266,-1535.67687988,158.756698608,0.0,0.0,0.0,14899,571,"Waterfall_RegularMed",
923,4049.37011719,-1529.25,147.037002563,-0.399785012007,1.68437004089,-0.0552229993045,14915,571,"Waterfall_TurbulenceMedDir",
924,4053.42749023,-1540.84924316,156.073928833,0.0,0.0,0.0,14899,571,"Waterfall_RegularMed",
925,4073.39990234,-2630.59008789,217.229003906,0.0,0.0,0.0,14899,571,"Waterfall_RegularMed",
926,4073.7800293,-2616.5300293,217.151992798,0.121815003455,1.69879996777,0.314978003502,14915,571,"Waterfall_TurbulenceMedDir",
927,4142.41015625,-2796.12988281,250.669998169,-0.105201996863,0.950765013695,0.291503995657,14924,571,"Waterfall_TurbulenceLrgDir",
928,4146.85009766,-2820.08007813,270.915008545,0.0,0.0,0.0,14895,571,"Waterfall_RegularLarge",
930,4232.62011719,-2912.38989258,276.967987061,0.0,0.0,0.0,14915,571,"Waterfall_TurbulenceMed",
931,4274.95019531,-2965.44995117,290.345001221,-0.629648983479,0.77553498745,-0.0456879995763,14915,571,"Waterfall_TurbulenceMedDir",
932,4293.33251953,-2974.73193359,304.272033691,0.0,0.0,0.0,14899,571,"Waterfall_RegularMed",
933,4199.64355469,-3094.87768555,271.160064697,0.0,0.0,0.0,14915,571,"Waterfall_TurbulenceMed",
935,4177.90869141,-3060.19433594,273.000762939,0.0,0.0,0.0,14915,571,"Waterfall_TurbulenceMed",
936,4160.72119141,-3082.93188477,264.453521729,0.0,0.0,0.0,14915,571,"Waterfall_TurbulenceMed",
937,3969.12988281,-2801.81005859,245.207000732,0.0442980006337,0.997704982758,-0.0512019991875,14924,571,"Waterfall_TurbulenceLrgDir",
938,3970.765625,-2812.41796875,271.989959717,0.0,0.0,0.0,14895,571,"Waterfall_RegularLarge",
939,3979.38989258,-5108.04980469,37.278301239,0.688485980034,-0.722275972366,0.0656030029058,14924,571,"Waterfall_TurbulenceLrgDir",
940,3971.08691406,-5088.68115234,55.3940620422,0.0,0.0,0.0,14895,571,"Waterfall_RegularLarge",
941,4048.65893555,-5181.52783203,14.2501726151,0.0,0.0,0.0,14899,571,"Waterfall_RegularMed",
942,4109.81494141,-5128.13964844,14.3544988632,0.0,0.0,0.0,14899,571,"Waterfall_RegularMed",
943,4070.2800293,-5186.08984375,6.32627010345,0.981975972652,-0.184089004993,-0.0428129993379,14915,571,"Waterfall_TurbulenceMedDir",
944,4114.68017578,-5151.37988281,6.80576992035,0.268577009439,-0.959721982479,-0.0824619978666,14915,571,"Waterfall_TurbulenceMedDir",
953,6440.74023438,5472.37988281,-13.5270004272,-0.731480002403,-0.670185983181,0.125655993819,14915,571,"Waterfall_TurbulenceMedDir",
954,6455.27539063,5485.09033203,-2.43947100639,0.0,0.0,0.0,14895,571,"Waterfall_RegularLarge",
955,6367.77978516,5417.10986328,-49.207901001,-0.759316027164,-0.640075981617,0.117218002677,14915,571,"Waterfall_TurbulenceMedDir",
956,6374.45996094,5421.10009766,-41.2144012451,0.0,0.0,0.0,14899,571,"Waterfall_RegularMed",
957,6273.85009766,5394.02001953,-80.4769973755,-0.738882005215,-0.639801979065,0.211441993713,14924,571,"Waterfall_TurbulenceLrgDir",
958,6282.39306641,5401.38525391,-63.5452957153,0.0,0.0,0.0,14895,571,"Waterfall_RegularLarge",
959,5958.68701172,4962.51611328,-100.925872803,0.0,0.0,0.0,14895,571,"Waterfall_RegularLarge",
960,5954.42822266,4922.35742188,-102.028022766,0.0,0.0,0.0,14895,571,"Waterfall_RegularLarge",
961,5932.70019531,4964.31982422,-115.113998413,-0.95207297802,0.242036998272,0.187023997307,14915,571,"Waterfall_TurbulenceMedDir",
962,5897.70996094,4966.77978516,-130.285003662,-0.942349016666,0.19144000113,-0.274464994669,14924,571,"Waterfall_TurbulenceLrgDir",
963,5894.20019531,4943.5,-130.968002319,-0.744700014591,0.662240982056,-0.0828069970012,14915,571,"Waterfall_TurbulenceMedDir",
964,5585.54980469,4772.52001953,-146.513000488,-1.18508994579,0.227268993855,0.0120209995657,14915,571,"Waterfall_TurbulenceMedDir",
965,5545.91015625,4785.85009766,-179.158996582,-0.991735994816,0.0371990017593,0.122769996524,14915,571,"Waterfall_TurbulenceMedDir",
966,5603.43994141,4762.75,-141.503005981,0.0,0.0,0.0,14895,571,"Waterfall_RegularLarge",
967,5448.93994141,4714.85986328,-191.098007202,0.18334800005,0.93815600872,0.293671995401,14915,571,"Waterfall_TurbulenceMedDir",
968,5446.29345703,4646.74023438,-145.632400513,0.0,0.0,0.0,14895,571,"Waterfall_RegularLarge",
969,5447.24023438,4675.97998047,-156.072006226,0.0601879991591,0.95383900404,-0.294220000505,14915,571,"Waterfall_TurbulenceMedDir",
970,5785.56982422,4369.95996094,-113.394996643,0.0,0.0,0.0,14895,571,"Waterfall_RegularLarge",
971,5771.00976563,4377.52978516,-130.736999512,-0.696624994278,0.673861980438,0.246211007237,14924,571,"Waterfall_TurbulenceLrgDir",
972,5520.58007813,6052.43994141,-11.825799942,-0.199764996767,-0.952453970909,0.230056002736,14924,571,"Waterfall_TurbulenceLrgDir",
973,5521.70019531,6066.33984375,0.964854001999,0.0,0.0,0.0,14895,571,"Waterfall_RegularLarge",
974,5508.58984375,6011.97998047,-39.1834983826,-0.0209229998291,-0.996267020702,-0.08374799788,14915,571,"Waterfall_TurbulenceMedDir",
975,5476.04003906,5719.97998047,-96.2714004517,-0.0501979999244,-0.906683981419,0.418810993433,14915,571,"Waterfall_TurbulenceMedDir",
976,5483.0,5737.79003906,-83.9816970825,0.0,0.0,0.0,14899,571,"Waterfall_RegularMed",
977,5441.12011719,5443.35986328,-101.747001648,-0.0105159999803,-0.91589397192,0.401284992695,14924,571,"Waterfall_TurbulenceLrgDir",
978,5440.50976562,5462.453125,-101.099708557,0.0,0.0,0.0,14895,571,"Waterfall_RegularLarge",
979,5425.20019531,5374.20019531,-130.184997559,-0.0105159999803,-0.91589397192,0.401284992695,14915,571,"Waterfall_TurbulenceMedDir",
981,5487.77978516,4972.58447266,-130.209915161,0.0,0.0,0.0,14895,571,"Waterfall_RegularLarge",
982,5501.70019531,4949.5,-187.173995972,0.0,0.0,0.0,14915,571,"Waterfall_TurbulenceMed",
983,5475.75976563,4940.58007813,-186.416000366,0.330249994993,-0.929701983929,0.163047000766,14915,571,"Waterfall_TurbulenceMedDir",
984,4675.46582031,4091.84594727,337.444976807,0.0,0.0,0.0,14895,571,"Waterfall_RegularLarge",
985,4704.20019531,4104.91992188,256.493011475,0.933709025383,0.345245987177,-0.0948039963841,14924,571,"Waterfall_TurbulenceLrgDir",
986,4758.60009766,4108.45996094,130.606002808,0.957332015038,0.193031996489,-0.215057998896,14924,571,"Waterfall_TurbulenceLrgDir",
987,4769.49023438,4150.45996094,67.0436019897,0.16077400744,0.986926019192,-0.011203000322,14924,571,"Waterfall_TurbulenceLrgDir",
988,4906.70361328,4849.61279297,-94.6471786499,0.0,0.0,0.0,14899,571,"Waterfall_RegularMed",
989,4908.33007813,4865.12988281,-100.444999695,0.0128340004012,0.989537000656,-0.1436920017,14915,571,"Waterfall_TurbulenceMedDir",
990,5023.92822266,4996.35107422,-112.570671082,0.0,0.0,0.0,14899,571,"Waterfall_RegularMed",
991,5036.37988281,4995.02978516,-123.588996887,0.982878029346,-0.12856900692,-0.131971001625,14915,571,"Waterfall_TurbulenceMedDir",
993,5304.94335938,4798.55078125,-138.433303833,0.0,0.0,0.0,14895,571,"Waterfall_RegularLarge",
994,5339.37011719,4799.00976563,-168.356002808,0.982878029346,-0.12856900692,-0.131971001625,14915,571,"Waterfall_TurbulenceMedDir",
996,5258.47998047,3621.25,250.625,0.725399017334,0.626089990139,0.286011993885,14924,571,"Waterfall_TurbulenceLrgDir",
997,5287.25,3662.47998047,70.9104995728,0.444611996412,0.86487197876,0.23304900527,14924,571,"Waterfall_TurbulenceLrgDir",
998,5330.41015625,3714.39990234,-56.3797988892,0.443435013294,0.895967006683,0.0245769992471,14924,571,"Waterfall_TurbulenceLrgDir",
999,5228.68115234,3605.94213867,354.236633301,0.0,0.0,0.0,14895,571,"Waterfall_RegularLarge",
1000,5314.95947266,4235.3671875,-105.133659363,0.0,0.0,0.0,14895,571,"Waterfall_RegularLarge",
1001,5322.81982422,4258.89990234,-120.694999695,0.759683012962,0.608564019203,0.229201003909,14924,571,"Waterfall_TurbulenceMedDir",
1002,5833.16992188,4233.47998047,-105.556999207,-0.768958985806,0.635405004025,0.0704130008817,14915,571,"Waterfall_TurbulenceMedDir",
1003,5775.16015625,4226.54980469,-108.888000488,0.0,0.0,0.0,14915,571,"Waterfall_RegularMed",
1004,5843.37988281,4218.85986328,-100.973999023,0.0,0.0,0.0,14899,571,"Waterfall_RegularMed",
1005,5843.85986328,4146.70996094,-97.4504013062,0.0,0.0,0.0,14899,571,"Waterfall_RegularMed",
1006,5771.83984375,4151.00976563,-94.2326965332,0.0,0.0,0.0,14899,571,"Waterfall_RegularMed",
1007,5856.14990234,4105.41015625,-85.9856033325,0.0,0.0,0.0,14899,571,"Waterfall_RegularMed",
1008,5812.25976562,4085.0,-87.3438034058,0.0,0.0,0.0,14899,571,"Waterfall_RegularMed",
1009,5844.49023438,4158.89990234,-100.543998718,0.000399999989895,0.999844014645,0.0175160001963,14915,571,"Waterfall_TurbulenceMedDir",
1010,5758.41992188,4156.56982422,-106.605003357,-0.903756022453,0.407896995544,0.129773005843,14915,571,"Waterfall_TurbulenceMedDir",
1011,5851.47021484,4116.58984375,-93.7182998657,-0.342833995819,0.936296999454,0.0762140005827,14915,571,"Waterfall_TurbulenceMedDir",
1012,5809.12988281,4100.66992188,-96.4468002319,-0.529627025127,0.82638502121,0.191253006458,14915,571,"Waterfall_TurbulenceMedDir",
1013,6103.49023438,3940.90991211,-31.0543003082,-0.973555028439,0.104634001851,-0.203073993325,14924,571,"Waterfall_TurbulenceLrgDir",
1014,5999.52197266,3969.86328125,-45.2401809692,0.0,0.0,0.0,14899,571,"Waterfall_RegularMed",
1015,5993.41015625,3977.13989258,-58.3680992126,-0.629648983479,0.77553498745,-0.0456879995763,14915,571,"Waterfall_TurbulenceMedDir",
1017,5949.10644531,4048.48999023,-71.4709014893,0.0,0.0,0.0,14899,571,"Waterfall_RegularMed",
1018,5913.68017578,4028.7800293,-71.6251983643,0.0,0.0,0.0,14899,571,"Waterfall_RegularMed",
1019,5940.14990234,4063.16992188,-81.8037033081,-0.552541971207,0.775668025017,0.305018991232,14915,571,"Waterfall_TurbulenceMedDir",
1020,5904.10986328,4041.12011719,-80.2563018799,-0.703031003475,0.688992023468,0.176173999906,14915,571,"Waterfall_TurbulenceMedDir",
1021,5898.30908203,4129.76806641,-87.4866409302,0.0,0.0,0.0,14899,571,"Waterfall_RegularMed",
1022,5893.45263672,4139.57617188,-94.5291061401,-0.529627025127,0.82638502121,0.191253006458,14915,571,"Waterfall_TurbulenceMedDir",
1025,5152.31982422,-2641.80517578,288.985565186,0.0,0.0,0.0,14899,571,"Waterfall_RegularMed",
