long,long,str,long,float,long,long,float,float,float,None,long,long,long,float,float,float,float,float,float,float,float,float,float,float,float,float,float,
29,0,"Creature\LostOne\LostOne.mdx",1,1.0,1,4,18.0,12.0,1.0,,0,0,29,0.611100018024,2.03099989891,1.0431150198,-0.567583024502,-0.519007027149,-0.00475599989295,0.30893599987,0.529303014278,1.94674599171,1.0,1.0,0.0,0.0,0.0,
30,2,"Creature\MineSpider\MineSpider.mdx",1,1.0,2,-1,18.0,12.0,1.0,,0,0,30,0.611100018024,2.03099989891,0.0,-2.20256710052,-2.19877409935,-0.0185289997607,3.88227701187,2.19603395462,2.03959608078,1.0,1.0,0.0,0.0,0.0,
31,0,"Creature\Murloc\Murloc.mdx",1,1.0,1,4,18.0,12.0,1.0,,0,0,31,0.611100018024,2.03099989891,0.387196004391,-0.604077994823,-0.496665000916,-0.00195199996233,0.433185994625,0.493416011333,1.28522098064,1.0,1.0,0.0,0.0,0.0,
32,0,"Creature\Ogre\Ogre.mdx",3,1.0,1,4,18.0,12.0,1.0,,0,10,32,0.611100018024,2.03099989891,1.34668695927,-0.571246981621,-0.994158029556,-0.0127229997888,0.513096988201,0.989934027195,2.87605810165,1.0,1.0,0.0,0.0,0.0,
33,0,"Creature\Ogre\OgreMage.mdx",3,1.0,1,1,18.0,12.0,1.0,,0,10,33,0.611100018024,2.03099989891,0.0,-0.571246981621,-0.994158983231,-0.0127210002393,0.513096988201,0.989933013916,2.88110208511,1.0,1.0,0.0,0.0,0.0,
34,0,"Creature\Raptor\Raptor.mdx",1,1.0,1,5,18.0,12.0,1.0,,0,0,34,0.611100018024,2.03099989891,2.52060890198,-4.3272151947,-1.16399204731,-0.0623829998076,1.98766505718,2.09504699707,3.21134400368,1.0,1.0,0.0,0.0,0.0,
35,2,"Creature\SeaGiant\SeaGiant.mdx",4,1.0,1,4,18.0,12.0,1.0,,1,11,35,0.694400012493,2.08299994469,0.0,-2.41279888153,-4.20370197296,-0.0365259982646,1.68833899498,4.42334079742,7.88414621353,0.800000011921,0.75,0.0,0.0,0.0,
36,1,"Creature\SILITHID\Silithid.mdx",1,1.0,2,1,1.0,1.0,1.0,,0,0,36,0.694400012493,2.08299994469,0.0,-2.6845600605,-1.70834195614,-0.0143750002608,1.42944800854,1.70769703388,2.37490296364,1.0,1.0,0.0,0.0,0.0,
37,2,"Creature\Succubus\Succubus.mdx",1,1.0,1,3,18.0,12.0,1.0,,0,0,37,0.611100018024,2.03099989891,0.0,-1.63837599754,-0.520596981049,-0.00468999985605,0.259530991316,1.23425996304,2.05440592766,1.0,1.0,0.0,0.0,0.0,
38,2,"Creature\Tallstrider\TallStrider.mdx",1,1.0,1,5,18.0,12.0,1.0,,0,0,38,0.611100018024,2.03099989891,2.41261696815,-1.67161798477,-0.776143014431,-0.0316639989614,1.22160899639,0.885708987713,3.32278704643,1.0,1.0,0.0,0.0,0.0,
39,2,"Creature\TitanFemale\TitanFemale.mdx",4,1.0,1,1,18.0,12.0,1.0,,10,11,39,0.611100018024,2.03099989891,4.5489358902,-1.13171505928,-1.85275995731,-0.0200169999152,1.21447098255,1.14105796814,7.33649921417,1.0,1.0,0.0,0.0,0.0,
40,2,"Creature\TitanMale\TitanMale.mdx",3,1.0,1,1,18.0,12.0,1.0,,1,12,40,0.611100018024,2.03099989891,4.30996513367,-1.82332503796,-3.11576294899,-0.00475100008771,1.73178803921,2.64792490005,7.39813804626,1.0,1.0,0.0,0.0,0.0,
41,0,"Creature\Troglodyte\Troglodyte.mdx",1,1.0,1,4,18.0,12.0,1.0,,0,0,41,0.694400012493,2.08299994469,0.0,-0.253639996052,-0.832327008247,-0.000403999991249,1.03449594975,0.856486022472,1.88273799419,1.0,1.0,0.0,0.0,0.0,
42,0,"Creature\Troll\Troll.mdx",1,1.0,1,1,18.0,12.0,1.0,,0,0,42,0.611100018024,2.03099989891,1.41886103153,-1.11046504974,-0.707755029202,-1.29999998535e-005,0.477133989334,0.758648991585,2.26271605492,1.0,1.0,0.0,0.0,0.0,
43,16,"Creature\Wolf\Wolf.mdx",1,1.0,1,7,9.0,6.0,1.0,,0,0,43,0.611100018024,2.03099989891,0.0,-2.2561480999,-0.636057972908,-7.7999997302e-005,1.58477497101,0.666565001011,1.70278096199,1.0,1.0,0.0,0.0,0.0,
44,0,"Creature\Worgen\Worgen.mdx",1,1.0,1,7,18.0,12.0,1.0,,0,0,44,0.611100018024,2.03099989891,1.29404699802,-0.655966997147,-1.17623198032,0.000852000026498,0.702094972134,1.08035695553,2.29017710686,1.0,1.0,0.0,0.0,0.0,
45,2,"Creature\Ghoul\Ghoul.mdx",1,1.0,2,1,18.0,12.0,1.0,,0,0,45,0.611100018024,2.03099989891,1.21797299385,-0.58694601059,-1.35979604721,-0.0281969998032,1.17956602573,1.51394104958,1.94070196152,1.0,1.0,0.0,0.0,0.0,
47,0,"Creature\DragonSpawn\DragonSpawn.mdx",1,1.0,1,5,18.0,12.0,1.0,,0,0,47,0.611100018024,2.03099989891,1.54773294926,-3.22091293335,-2.39248895645,-0.0353679992259,1.97218000889,1.77918696404,2.58016300201,1.0,1.0,0.0,0.0,0.0,
49,2052,"Character\Human\Male\HumanMale.mdx",1,1.0,1,1,12.0,10.0,1.0,,0,0,49,0.611100018024,2.03099989891,1.03618299961,-0.576728999615,-0.544345021248,-0.000693999987561,0.368137001991,0.535902023315,2.12919998169,1.0,1.0,0.0,0.0,0.0,
50,2052,"Character\Human\Female\HumanFemale.mdx",1,1.0,1,1,12.0,10.0,1.0,,0,0,50,0.416700005531,1.9129999876,1.00263702869,-0.487307012081,-0.359981000423,-0.00222299993038,0.275954991579,0.370420992374,1.92493498325,1.0,1.0,0.0,0.0,0.0,
51,2052,"Character\Orc\Male\OrcMale.mdx",1,1.0,1,1,14.0,14.0,1.0,,0,0,51,0.611100018024,2.03099989891,1.11704695225,-0.725005984306,-0.874448001385,-0.0069539998658,0.744108974934,0.853354990482,2.36010909081,1.0,1.0,0.0,0.0,0.0,
52,2052,"Character\Orc\Female\OrcFemale.mdx",1,1.0,1,1,12.0,11.0,1.0,,0,0,52,0.472200006247,2.05100011826,1.11193096638,-0.735899984837,-0.524626016617,-0.00706000020728,0.303434997797,0.525658011436,2.14831089973,1.0,1.0,0.0,0.0,0.0,
53,2052,"Character\Dwarf\Male\DwarfMale.mdx",1,1.0,1,1,12.0,10.0,1.0,,0,0,53,0.611100018024,1.60699999332,0.724923014641,-0.599128007889,-0.640794992447,-0.0208710003644,0.400750011206,0.607325017452,1.59698104858,1.0,1.0,0.0,0.0,0.0,
54,2052,"Character\Dwarf\Female\DwarfFemale.mdx",1,1.0,1,1,12.0,10.0,1.0,,0,0,54,0.444400012493,1.52799999714,0.680555999279,-0.490619987249,-0.466365993023,-0.00117599999066,0.258298009634,0.471601009369,1.51390898228,1.0,1.0,0.0,0.0,0.0,
55,2052,"Character\NightElf\Male\NightElfMale.mdx",1,1.0,1,1,12.0,10.0,1.0,,0,0,55,0.777800023556,2.43799996376,1.30095398426,-0.700577974319,-0.61655497551,-0.00444199983031,0.303063988686,0.637018978596,2.59488511086,1.0,1.0,0.0,0.0,0.0,
56,2052,"Character\NightElf\Female\NightElfFemale.mdx",1,1.0,1,1,12.0,10.0,1.0,,0,0,56,0.555599987507,2.25,1.33473694324,-0.651853978634,-0.388226985931,0.00130300002638,0.342884004116,0.590198993683,2.27001190186,1.0,1.0,0.0,0.0,0.0,
57,2052,"Character\Scourge\Male\ScourgeMale.mdx",1,1.0,2,1,12.0,10.0,1.0,,0,0,57,0.694400012493,1.86099994183,1.07823503017,-0.825213015079,-0.58253800869,-0.0111600002274,0.384066998959,0.463535010815,2.10124397278,1.0,1.0,0.0,0.0,0.0,
58,2052,"Character\Scourge\Female\ScourgeFemale.mdx",1,1.0,2,1,12.0,10.0,1.0,,0,0,58,0.416700005531,1.84399998188,0.985520005226,-0.507692992687,-0.441341996193,-0.0106929996982,0.412560999393,0.431282013655,2.05484890938,1.0,1.0,0.0,0.0,0.0,
59,2052,"Character\Tauren\Male\TaurenMale.mdx",1,1.0,1,3,22.0,16.0,2.0,,0,0,59,0.590300023556,1.65299999714,0.98721498251,-1.07069504261,-0.868183970451,-0.0109329996631,0.987775981426,0.858507990837,2.24872398376,1.0,1.0,0.0,0.0,0.0,
60,2052,"Character\Tauren\Female\TaurenFemale.mdx",1,1.25,1,3,20.0,14.0,2.0,,0,0,60,0.666700005531,2.11100006104,1.02331399918,-0.818678975105,-0.663842022419,-0.00380300008692,0.540947973728,0.663842022419,2.2335100174,1.0,1.0,0.0,0.0,0.0,
61,10,"Creature\CarrionBird\CarrionBird.mdx",0,1.0,1,1,18.0,12.0,1.0,,0,0,61,0.611100018024,2.03099989891,0.0,-2.16991496086,-2.07557201385,0.537171006203,1.67688798904,2.24972295761,6.22893381119,0.600000023842,1.0,0.0,0.0,0.0,
62,8,"Creature\Hydra\Hydra.mdx",3,1.0,1,1,18.0,12.0,1.0,,0,10,62,0.611100018024,2.03099989891,0.0,-6.07216501236,-3.12938904762,-0.191697001457,2.54189991951,4.29360723495,4.73742103577,1.0,1.0,0.0,0.0,0.0,
63,2,"Creature\Tarantula\Tarantula.mdx",1,1.0,1,1,18.0,12.0,1.0,,0,0,63,0.694400012493,2.08299994469,0.0,-2.17774295807,-2.88229203224,-0.0976459980011,2.7847070694,2.88678097725,2.39305400848,1.0,1.0,0.0,0.0,0.0,
64,2,"SoundTest.mdx",1,1.0,1,1,18.0,12.0,1.0,,0,0,64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,
65,0,"Creature\Horse\Horse.mdx",1,1.0,1,6,18.0,12.0,1.0,,0,0,65,0.611100018024,2.03099989891,1.8657130003,-1.24386298656,-0.436628997326,-0.0219720005989,2.00462794304,0.433531999588,2.63091301918,1.0,1.0,0.0,0.0,0.0,
66,0,"Creature\Boar\Boar.mdx",0,1.0,1,3,9.0,6.0,1.0,,0,0,66,0.611100018024,2.03099989891,0.0,-1.14914298058,-0.448390990496,-0.0291920006275,1.78021299839,0.452118992805,2.09348607063,1.0,1.0,0.0,0.0,0.0,
67,16,"Creature\ANCIENTPROTECTOR\AncientProtector.mdx",3,1.0,2,3,18.0,12.0,1.0,,1,11,67,0.611100018024,2.03099989891,0.0,-1.83829295635,-2.81255698204,-0.0332759991288,2.66775298119,2.97711110115,6.28103399277,0.800000011921,0.5,0.0,0.0,0.0,
68,0,"Creature\DoomGuard\DoomGuard.mdx",1,1.0,1,3,18.0,12.0,1.0,,0,0,68,0.611100018024,2.03099989891,0.0,-2.12798690796,-1.87376701832,-0.00804399978369,0.778069019318,2.03583502769,4.09094810486,1.0,1.0,0.0,0.0,0.0,
69,3,"Creature\ElementalEarth\ElementalEarth.mdx",1,1.0,1,3,18.0,12.0,1.0,,0,0,69,0.611100018024,2.03099989891,0.0,-1.86364197731,-2.29722309113,-0.131377995014,1.82520997524,2.17851901054,3.3270380497,0.070000000298,0.899999976158,0.0,0.0,0.0,
70,2,"Creature\Skeleton\Skeleton.mdx",1,1.0,1,1,18.0,12.0,1.0,,0,0,70,0.694400012493,2.08299994469,1.39140403271,-0.606957018375,-0.747452020645,-0.0168099999428,0.53009301424,0.665247023106,1.98739898205,1.0,1.0,0.0,0.0,0.0,
71,2,"Creature\GolemHarvest\GolemHarvest.mdx",1,1.0,3,1,18.0,12.0,1.0,,0,0,71,0.611100018024,2.03099989891,0.0,-1.07358598709,-1.48198902607,-0.00585399987176,0.728421986103,1.46034896374,3.38175702095,1.0,1.0,0.0,0.0,0.0,
72,2,"Creature\GolemHarvestStage2\GolemHarvestStage2.mdx",1,1.0,3,1,18.0,12.0,1.0,,0,0,72,0.694400012493,2.08299994469,0.0,-1.02666902542,-1.41559696198,0.000997000024654,0.595842003822,1.42512595654,3.00703692436,1.0,1.0,0.0,0.0,0.0,
73,1,"Creature\DireWolf\DireWolf.mdx",1,1.0,1,7,6.0,4.0,1.0,,0,0,73,0.611100018024,2.03099989891,1.39911103249,-2.30694508553,-0.575971007347,-0.0239819996059,1.58848202229,0.546913027763,1.87897598743,1.0,1.0,0.0,0.0,0.0,
74,0,"Creature\HumanMalePeasant\HumanMalePeasant.mdx",1,1.0,1,4,12.0,10.0,1.0,,0,0,74,0.509700000286,2.03099989891,0.0,-0.372783005238,-0.540395021439,-0.00133100000676,0.441049009562,0.560797989368,1.82894301414,1.0,1.0,0.0,0.0,0.0,
75,1,"Creature\WindSerpent\WindSerpent.mdx",2,1.0,1,5,18.0,12.0,1.0,,0,0,75,0.611100018024,2.03099989891,0.0,-5.09820985794,-2.80292701721,0.0126579999924,2.72466492653,2.56606292725,5.16727590561,1.0,1.0,0.0,0.0,0.0,
76,9,"Creature\Frenzy\Frenzy.mdx",1,1.0,1,-1,18.0,12.0,1.0,,0,0,76,0.611100018024,2.03099989891,0.0,-1.52123999596,-0.791051983833,0.0120919998735,1.0316619873,1.06379902363,1.45408499241,1.0,1.0,0.0,0.0,0.0,
77,0,"Creature\Dryad\Dryad.mdx",1,1.0,1,6,18.0,12.0,1.0,,0,0,77,0.611100018024,2.03099989891,0.0,-0.984858989716,-0.58105802536,-0.0111809996888,1.06256604195,0.493279010057,2.39053010941,1.0,1.0,0.0,0.0,0.0,
78,0,"Creature\Satyr\Satyr.mdx",1,1.0,1,3,18.0,12.0,1.0,,0,0,78,0.694400012493,2.08299994469,0.0,-1.87082695961,-0.921302974224,-0.00688900006935,0.317229002714,0.917744994164,2.77043294907,1.0,1.0,0.0,0.0,0.0,
79,0,"Creature\HumanMaleKid\HumanMaleKid.mdx",1,1.0,1,4,18.0,12.0,1.0,,0,0,79,0.611100018024,2.03099989891,0.0,-0.169947996736,-0.254709005356,0.00714399991557,0.212210997939,0.256330013275,1.30131304264,1.0,1.0,0.0,0.0,0.0,
80,0,"Creature\HumanFemaleKid\HumanFemaleKid.mdx",1,1.0,1,4,18.0,12.0,1.0,,0,0,80,0.611100018024,2.03099989891,0.0,-0.162358999252,-0.208796992898,-0.00119400001131,0.0896240025759,0.201047003269,1.1638879776,1.0,1.0,0.0,0.0,0.0,
81,3,"Creature\Slime\Slime.mdx",1,1.0,2,-1,18.0,12.0,1.0,,0,0,81,0.694400012493,2.08299994469,0.0,-2.43995189667,-1.42803895473,-0.0300229992718,1.08894598484,1.41014003754,1.84124803543,1.0,1.0,0.0,0.0,0.0,
82,16,"Creature\Tiger\Tiger.mdx",1,1.0,1,7,18.0,12.0,1.0,,0,0,82,0.611100018024,2.03099989891,1.24137198925,-2.42836689949,-0.658701002598,-0.00620299996808,1.02887201309,0.533702015877,1.26810204983,1.0,1.0,0.0,0.0,0.0,
83,0,"Creature\bear\Bear.mdx",1,1.0,1,7,18.0,12.0,1.0,,0,0,83,0.611100018024,2.03099989891,1.76147401333,-1.6575820446,-0.925305008888,-0.058708999306,1.6813570261,0.867245972157,1.843323946,1.0,1.0,0.0,0.0,0.0,
84,2,"Creature\GolemStone\GolemStone.mdx",1,1.0,3,-1,18.0,12.0,1.0,,0,10,84,0.611100018024,2.03099989891,0.0,-1.01132702827,-2.02566194534,-0.0678760036826,2.02844810486,1.72007894516,3.34815502167,1.0,1.0,0.0,0.0,0.0,
85,1,"Creature\Wyvern\Wyvern.mdx",1,1.0,1,-1,18.0,12.0,1.0,,0,0,85,0.611100018024,2.03099989891,1.19389104843,-3.20152997971,-5.22185707092,0.423987001181,3.1366250515,5.23434400558,6.74157094955,1.0,1.0,0.0,0.0,0.0,
86,0,"Creature\HumanMalePeasant\HumanMalePeasantAxe.mdx",1,1.0,1,1,18.0,12.0,1.0,,0,0,86,0.509700000286,2.03099989891,0.0,-0.372850000858,-0.540395975113,-0.00123399996664,0.441024005413,0.560815989971,1.82892096043,1.0,1.0,0.0,0.0,0.0,
87,0,"Creature\HumanMalePeasant\HumanMalePeasantGold.mdx",1,1.0,1,1,18.0,12.0,1.0,,0,0,87,0.509700000286,2.03099989891,0.0,-0.991775989532,-0.527033984661,0.000584999972489,0.440351009369,0.523597002029,1.76041805744,1.0,1.0,0.0,0.0,0.0,
88,0,"Creature\HumanMalePeasant\HumanMalePeasantPick.mdx",1,1.0,1,1,18.0,12.0,1.0,,0,0,88,0.509700000286,2.03099989891,0.0,-0.432397991419,-0.540395021439,-0.00133100000676,0.826876997948,0.575021982193,1.82894301414,1.0,1.0,0.0,0.0,0.0,
89,0,"Creature\HumanMalePeasant\HumanMalePeasantWood.mdx",1,1.0,1,1,18.0,12.0,1.0,,0,0,89,0.509700000286,2.03099989891,0.0,-0.525653004646,-0.640255987644,0.000654999981634,0.57877600193,0.545234978199,2.12270593643,1.0,1.0,0.0,0.0,0.0,
90,9,"Creature\Hippogryph\Hippogryph.mdx",2,1.0,1,-1,18.0,12.0,1.0,,0,0,90,0.611100018024,2.03099989891,1.65658605099,-2.87717795372,-3.74362897873,0.0396450012922,2.17757511139,3.76338005066,5.15644598007,1.0,1.0,0.0,0.0,0.0,
91,1,"Creature\SilithidTank\SilithidTank.mdx",1,1.0,1,1,1.0,1.0,1.0,,0,0,91,0.611100018024,2.03099989891,0.0,-2.47491288185,-1.45228302479,-0.0661410018802,1.37660503387,1.78594303131,3.20765209198,1.0,1.0,0.0,0.0,0.0,
92,3,"Creature\Silithidwasp\SilithidWasp.mdx",1,1.0,1,-1,18.0,12.0,1.0,,0,0,92,0.611100018024,2.03099989891,2.76492094994,-1.94430303574,-2.60002207756,0.181613996625,2.33880209923,2.54285693169,5.96797513962,1.0,1.0,0.0,0.0,0.0,
93,0,"Creature\HumanFemaleBlacksmith\HumanFemaleBlacksmith.mdx",1,1.0,1,1,18.0,12.0,1.0,,0,0,93,0.472200006247,1.94400000572,0.0,-0.269897013903,-0.316466003656,-0.0047140000388,0.246694996953,0.328929007053,1.89701402187,1.0,1.0,0.0,0.0,0.0,
94,0,"Creature\HumanFemaleFarmer\HumanFemaleFarmer.mdx",1,1.0,1,1,18.0,12.0,1.0,,0,0,94,0.611100018024,2.03099989891,0.0,-0.529581010342,-0.421662002802,-0.00425599981099,0.243008002639,0.43513199687,1.88364195824,1.0,1.0,0.0,0.0,0.0,
95,0,"Creature\HumanFemaleMerchantFat\HumanFemaleMerchantFat.mdx",1,1.0,1,1,18.0,12.0,1.0,,0,0,95,0.611100018024,2.03099989891,0.0,-0.316276997328,-0.369578003883,-0.00855899974704,0.260953992605,0.463854014874,2.02260398865,1.0,1.0,0.0,0.0,0.0,
96,0,"Creature\HumanFemaleMerchantThin\HumanFemaleMerchantThin.mdx",1,1.0,1,1,18.0,12.0,1.0,,0,0,96,0.555599987507,1.94400000572,0.0,-0.333600014448,-0.369576990604,-0.00855800043792,0.249117001891,0.403831005096,1.87299597263,1.0,1.0,0.0,0.0,0.0,
97,0,"Creature\HumanFemalePeasant\HumanFemalePeasant.mdx",1,1.0,1,1,18.0,12.0,1.0,,0,0,97,0.416700005531,1.9129999876,0.0,-0.300864011049,-0.330076992512,-0.00170799996704,0.333065986633,0.421097010374,1.88944494724,1.0,1.0,0.0,0.0,0.0,
98,0,"Creature\HumanFemaleWarriorHeavy\HumanFemaleWarriorHeavy.mdx",1,1.0,1,1,18.0,12.0,1.0,,0,0,98,0.416700005531,1.9129999876,0.0,-0.281994998455,-0.342848002911,-0.00267100008205,0.246974006295,0.343207001686,1.91333603859,1.0,1.0,0.0,0.0,0.0,
99,0,"Creature\HumanFemaleWarriorLight\HumanFemaleWarriorLight.mdx",1,1.0,1,1,18.0,12.0,1.0,,0,0,99,0.416700005531,1.9129999876,0.0,-0.322468996048,-0.319103986025,-0.00145900005009,0.288641005754,0.329237014055,1.89521503448,1.0,1.0,0.0,0.0,0.0,
100,0,"Creature\HumanFemaleWarriorMedium\HumanFemaleWarriorMedium.mdx",1,1.0,1,1,18.0,12.0,1.0,,0,0,100,0.416700005531,1.9129999876,0.0,-0.271688997746,-0.325399011374,-0.00145900005009,0.243055000901,0.329237014055,1.89522898197,1.0,1.0,0.0,0.0,0.0,
