long,str,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,flags,
240,"|cffffd100Tip:|r If you never want to hear from another player again, you can /ignore them. You can always change your mind later.
",,,,,,,,,,,,,,,,0xFF01FE,
241,"|cffffd100Tip:|r You can target members of your party with the function keys.  F1 targets you; F2 targets the second party member.
",,,,,,,,,,,,,,,,0xFF01FE,
242,"|cffffd100Tip:|r Being polite while in a group with others will get you invited back!",,,,,,,,,,,,,,,,0xFF01FE,
341,"|cffffd100Tip:|r Remember to take all things in moderation (even World of Warcraft!)",,,,,,,,,,,,,,,,0xFF01FE,
243,"|cffffd100Tip:|r You can click on a faction in the reputation pane to get additional information and options about that faction.

",,,,,,,,,,,,,,,,0xFF01FE,
244,"|cffffd100Tip:|r A monster with a silver dragon around its portrait is a rare monster with better than average treasure.
",,,,,,,,,,,,,,,,0xFF01FE,
245,"|cffffd100Tip:|r If you mouse over a chat pane it will become visible and you can Right Click on the chat pane tab for options.
",,,,,,,,,,,,,,,,0xFF01FE,
411,"|cffffd100Tip:|r Sharing an account with someone else can compromise its security.
",,,,,,,,,,,,,,,,0xFF01FE,
246,"|cffffd100Tip:|r You can display the duration of beneficial spells on you from the interface options menu.
",,,,,,,,,,,,,,,,0xFF01FE,
247,"|cffffd100Tip:|r You can lock your action bar so you don't accidentally move spells. This is done using the interface options menu.
",,,,,,,,,,,,,,,,0xFF01FE,
256,"|cffffd100Tip:|r You can change which buffs or debuffs are displayed on yourself or targets in order to get the information you need.
",,,,,,,,,,,,,,,,0xFF01FE,
248,"|cffffd100Tip:|r You can cast a spell on yourself without deselecting your current target by holding down <Alt> while pressing your hotkey.
",,,,,,,,,,,,,,,,0xFF01FE,
398,"|cffffd100Tip:|r Ensure that all party members are on the same stage of an escort quest before beginning it.",,,,,,,,,,,,,,,,0xFF01FE,
405,"|cffffd100Tip:|r You're much less likely to encounter wandering monsters while following a road.",,,,,,,,,,,,,,,,0xFF01FE,
250,"|cffffd100Tip:|r Killing guards gives no honor.",,,,,,,,,,,,,,,,0xFF01FE,
254,"|cffffd100Tip:|r You can hide your interface with <Alt>Z and take screenshots with <Print Screen>.
",,,,,,,,,,,,,,,,0xFF01FE,
251,"|cffffd100Tip:|r Typing /macro will bring up the interface to create macros.
",,,,,,,,,,,,,,,,0xFF01FE,
252,"|cffffd100Tip:|r Enemy players whose names appear in gray are much lower level than you are and will not give honor when killed.
",,,,,,,,,,,,,,,,0xFF01FE,
253,"|cffffd100Tip:|r From the Raid UI you can drag a player to the game field to see their status or drag a class icon to see all members of that class.

",,,,,,,,,,,,,,,,0xFF01FE,
261,"|cffffd100Tip:|r  A blue question mark above a quest giver means the quest is repeatable. 
",,,,,,,,,,,,,,,,0xFF01FE,
262,"|cffffd100Tip:|r Use the assist button (F key) while targeting another player, and it will target the same target as that player.
",,,,,,,,,,,,,,,,0xFF01FE,
281,"|cffffd100Tip:|r <Shift>Clicking on an item being sold by a vendor will let you select how many of that item you wish to purchase.",,,,,,,,,,,,,,,,0xFF01FE,
402,"|cffffd100Tip:|r Playing in a battleground on its holiday weekend increases your honor gained.
",,,,,,,,,,,,,,,,0xFF01FE,
400,"|cffffd100Tip:|r If you are having trouble fishing in an area, try attaching a lure to your fishing pole.",,,,,,,,,,,,,,,,0xFF01FE,
380,"|cffffd100Tip:|r You can view messages you previously sent in chat by pressing <Alt> and the up arrow key.",,,,,,,,,,,,,,,,0xFF01FE,
381,"|cffffd100Tip:|r You can Shift-Click on an item stack to split it into smaller stacks.",,,,,,,,,,,,,,,,0xFF01FE,
382,"|cffffd100Tip:|r Pressing both mouse buttons simultaneously will make your character run.",,,,,,,,,,,,,,,,0xFF01FE,
383,"|cffffd100Tip:|r When replying to a tell from a player (Default 'R'), the <TAB> key cycles through people you have recently replied to.",,,,,,,,,,,,,,,,0xFF01FE,
388,"|cffffd100Tip:|r Clicking an item name that appears bracketed in chat will tell you more about the item.
",,,,,,,,,,,,,,,,0xFF01FE,
390,"|cffffd100Tip:|r It's considered polite to talk to someone before inviting them into a group, or opening a trade window.",,,,,,,,,,,,,,,,0xFF01FE,
392,"|cffffd100Tip:|r Your items do not suffer durability damage when you are killed by an enemy player.",,,,,,,,,,,,,,,,0xFF01FE,
393,"|cffffd100Tip:|r <Shift>click on a quest in your quest log to toggle quest tracking for that quest.
",,,,,,,,,,,,,,,,0xFF01FE,
397,"|cffffd100Tip:|r The auction houses in each of your faction's major cities are linked together. 
",,,,,,,,,,,,,,,,0xFF01FE,
394,"|cffffd100Tip:|r Nearby questgivers that are awaiting your return are shown as a yellow question mark on your mini-map.
",,,,,,,,,,,,,,,,0xFF01FE,
399,"|cffffd100Tip:|r Quests completed at maximum level award money instead of experience.
",,,,,,,,,,,,,,,,0xFF01FE,
403,"|cffffd100Tip:|r <Shift>-B will open all your bags at once.",,,,,,,,,,,,,,,,0xFF01FE,
404,"|cffffd100Tip:|r When interacting with other players a little kindness goes a long way! 
",,,,,,,,,,,,,,,,0xFF01FE,
407,"|cffffd100Tip:|r Bring your friends to Azeroth, but don't forget to go outside Azeroth with them as well.
",,,,,,,,,,,,,,,,0xFF01FE,
409,"|cffffd100Tip:|r If you keep an empty mailbox, the mail icon will let you know when you have new mail waiting!
",,,,,,,,,,,,,,,,0xFF01FE,
410,"|cffffd100Tip:|r Never give another player your account information.",,,,,,,,,,,,,,,,0xFF01FE,
419,"|cffffd100Tip:|r When a player not in your group damages a monster before you do, it will display a gray health bar and you will get no loot or experience from killing it.
",,,,,,,,,,,,,,,,0xFF01FE,
420,"|cffffd100Tip:|r You can see the spell that your current target is casting by turning on the 'Cast Bars' options in the combat interface options tab.
",,,,,,,,,,,,,,,,0xFF01FE,
422,"|cffffd100Tip:|r You can access the map either by clicking the map button in the upper right of the mini-map or by hitting the 'M' key. The map can help you locate where you need to go to complete a quest.
",,,,,,,,,,,,,,,,0xFF01FE,
423,"|cffffd100Tip:|r Many high level dungeons have a heroic mode setting. Heroic mode dungeons are tuned for higher level players and have improved loot.
",,,,,,,,,,,,,,,,0xFF01FE,
424,"|cffffd100Tip:|r Spend your honor points for powerful rewards at the Champion's Hall (Alliance) or Hall of Legends (Horde).
",,,,,,,,,,,,,,,,0xFF01FE,
425,"|cffffd100Tip:|r The honor points you earn each day become available immediately. Check the PvP interface to see how many points you have to spend.
",,,,,,,,,,,,,,,,0xFF01FE,
412,"|cffffd100Tip:|r You can turn these tips off in the Interface menu.",,,,,,,,,,,,,,,,0xFF01FE,
426,"|cffffd100Tip:|r Dungeon meeting stones can be used to summon absent party members.  It requires two players at the stone to do a summoning.
",,,,,,,,,,,,,,,,0xFF01FE,
427,"|cffffd100Tip:|r The Parental Controls section of the Account Management site offers tools to help you manage your play time.
",,,,,,,,,,,,,,,,0xFF01FE,
428,"|cffffd100Tip:|r Quest items that are in the bank cannot be used to complete quests.
",,,,,,,,,,,,,,,,0xFF01FE,
429,"|cffffd100Tip:|r A quest marked as (Failed) in the quest log can be reacquired from the quest giver.
",,,,,,,,,,,,,,,,0xFF01FE,
430,"|cffffd100Tip:|r The number next to the quest name in your log is how many other party members are on that quest.
",,,,,,,,,,,,,,,,0xFF01FE,
431,"|cffffd100Tip:|r You cannot advance quests other than (Raid) quests while you are in a raid group.
",,,,,,,,,,,,,,,,0xFF01FE,
432,"|cffffd100Tip:|r You cannot cancel your bids in the auction house so bid carefully.
",,,,,,,,,,,,,,,,0xFF01FE,
433,"|cffffd100Tip:|r To enter a chat channel, type /join [channel name] and /leave [channel name] to exit.
",,,,,,,,,,,,,,,,0xFF01FE,
434,"|cffffd100Tip:|r Mail will be kept for a maximum of 30 days before it disappears.
",,,,,,,,,,,,,,,,0xFF01FE,
435,"|cffffd100Tip:|r Once you get a key, they can be found in a special key ring bag that is to the left of your bags.
",,,,,,,,,,,,,,,,0xFF01FE,
437,"|cffffd100Tip:|r City Guards will often give you directions to other locations of note in the city.
",,,,,,,,,,,,,,,,0xFF01FE,
438,"|cffffd100Tip:|r You can repurchase items you have recently sold to a vendor from the buyback tab.
",,,,,,,,,,,,,,,,0xFF01FE,
439,"|cffffd100Tip:|r A group leader can reset their instances or change dungeon difficulty by Right Clicking on their character portrait.",,,,,,,,,,,,,,,,0xFF01FE,
440,"|cffffd100Tip:|r You can always get a new hearthstone from any innkeeper.
",,,,,,,,,,,,,,,,0xFF01FE,
441,"|cffffd100Tip:|r You can open a small map of the current zone either with Shift-M or as an option from the world map.",,,,,,,,,,,,,,,,0xFF01FE,
442,"|cffffd100Tip:|r Players cannot dodge, parry, or block attacks that come from behind them.",,,,,,,,,,,,,,,,0xFF01FE,
444,"|cffffd100Tip:|r You can replace a gem that is already socketed into your item by dropping a new gem on top of it in the socketing interface.",,,,,,,,,,,,,,,,0xFF01FE,
445,"|cffffd100Tip:|r If you Right Click on a name in the combat log a list of options will appear.
",,,,,,,,,,,,,,,,0xFF01FE,
446,"|cffffd100Tip:|r You can only have one Battle Elixir and one Guardian Elixir on you at a time.",,,,,,,,,,,,,,,,0xFF01FE,
447,"|cffffd100Tip:|r When you are mousing over an item, you can hold down the shift key and it will also show you the item of that type you have equipped.
",,,,,,,,,,,,,,,,0xFF01FE,
448,"|cffffd100Tip:|r You can have up to 10 characters per realm, with a maximum of 50 characters total across all realms. ",,,,,,,,,,,,,,,,0xFF01FE,
449,"|cffffd100Tip:|r You can reuse text that you have recently typed. Press Enter, then use <Alt> + Up Arrow to scroll through your previous messages. ",,,,,,,,,,,,,,,,0xFF01FE,
464,"|cffffd100Tip:|r You can use the Calendar to see upcoming holidays or plan events with your guild or friends.",,,,,,,,,,,,,,,,0xFF01FE,
465,"|cffffd100Tip:|r You can Right Click on the Clock to set an alarm or display a stopwatch.",,,,,,,,,,,,,,,,0xFF01FE,
450,"|cffffd100Tip:|r Your mounts and non-combat companions can be accessed from the Pets tab on your character page.",,,,,,,,,,,,,,,,0xFF01FE,
451,"|cffffd100Tip:|r Currencies, such as the ones collected from Battlegrounds or Heroic dungeons, are stored in the Currency Page.",,,,,,,,,,,,,,,,0xFF01FE,
452,"|cffffd100Tip:|r Some vehicles can carry multiple passengers.",,,,,,,,,,,,,,,,0xFF01FE,
466,"|cffffd100Tip:|r Characters with the Inscription profession can inscribe glyphs to improve some of your favorite spells and abilities.",,,,,,,,,,,,,,,,0xFF01FE,
467,"|cffffd100Tip:|r If you're looking for something different to do, try to complete some of the more unusual Achievements.",,,,,,,,,,,,,,,,0xFF01FE,
468,"|cffffd100Tip:|r You can link quests, items, spells and achievements to chat messages by Shift-Left Clicking in your log.",,,,,,,,,,,,,,,,0xFF01FE,
469,"|cffffd100Tip:|r You can track progress on current quests or achievements.",,,,,,,,,,,,,,,,0xFF01FE,
453,"|cffffd100Tip:|r Flying mounts can be used in Outland once you attain the appropriate skill level of Riding and in Northrend after training Cold Weather Flying.",,,,,,,,,,,,,,,,0xFF01FE,
454,"|cffffd100Tip:|r Completing some Achievements may grant unique non-combat items as rewards.",,,,,,,,,,,,,,,,0xFF01FE,
455,"|cffffd100Tip:|r Items with bonus spell power improve both spell damage and healing.",,,,,,,,,,,,,,,,0xFF01FE,
456,"|cffffd100Tip:|r Dealing damage, healing or casting spells can generate Threat against a creature.  Most creatures will attack the player with the highest Threat against them.",,,,,,,,,,,,,,,,0xFF01FE,
457,"|cffffd100Tip:|r Creatures four levels above you can hit you with a Crushing Blow for extra damage.",,,,,,,,,,,,,,,,0xFF01FE,
458,"|cffffd100Tip:|r Statistics track some interesting numbers related to your character, such as total food eaten and highest critical hit.",,,,,,,,,,,,,,,,0xFF01FE,
459,"|cffffd100Tip:|r You can have your hair cut, colored or styled in a Barber Shop located in many cities.",,,,,,,,,,,,,,,,0xFF01FE,
460,"|cffffd100Tip:|r Recruiting a friend to World of Warcraft can provide rewards for both of you.",,,,,,,,,,,,,,,,0xFF01FE,
462,"|cffffd100Tip:|r You can set a Focus Frame by Right Clicking on a unit frame.  You can unlock a Focus Frame to move it anywhere around your screen.",,,,,,,,,,,,,,,,0xFF01FE,
461,"|cffffd100Tip:|r You can compare your Achievements to those of another player.",,,,,,,,,,,,,,,,0xFF01FE,
463,"|cffffd100Tip:|r You can set an option to cast spells on yourself or on your Focus target by looking in Interface Options, Combat.",,,,,,,,,,,,,,,,0xFF01FE,
471,"|cffffd100Tip:|r A sanctuary is a town in which Player vs. Player combat is prohibited, such as Shattrath and Dalaran.",,,,,,,,,,,,,,,,0xFF01FE,
472,"|cffffd100Tip:|r Improving your reputation with a faction can grant access to new quests or items.",,,,,,,,,,,,,,,,0xFF01FE,
473,"|cffffd100Tip:|r The Calendar can tell you when raids reset.",,,,,,,,,,,,,,,,0xFF01FE,
474,"|cffffd100Tip:|r Creatures cannot make critical hits with spells, but players can.",,,,,,,,,,,,,,,,0xFF01FE,
475,"|cffffd100Tip:|r Creatures can dodge attacks from behind, but players cannot.  Neither creatures nor players can parry attacks from behind.",,,,,,,,,,,,,,,,0xFF01FE,
479,"|cffffd100Tip:|r You can activate the Equipment Manager feature under Interface Controls to let you quickly swap to sets of gear that you find yourself using often.",,,,,,,,,,,,,,,,0xFF01FE,
480,"|cffffd100Tip:|r Once you reach level 40, your class trainer can instruct you in Dual Talent Specialization. This feature allows you to swap out your talents, glyphs and action bars between two commonly used configurations.",,,,,,,,,,,,,,,,0xFF01FE,
481,"|cffffd100Tip:|r You can enable Arena Enemy Frames to display the unit frames of the enemy team when in Arena matches.",,,,,,,,,,,,,,,,0xFF01FE,
482,"|cffffd100Tip:|r Under Interface Display is an option to Preview Talent Changes. If you select this option, you can try out various ways to spend talent points before saving the changes.",,,,,,,,,,,,,,,,0xFF01FE,
483,"|cffffd100Tip:|r If you press <Alt> while your cursor is over an item slot on your character, you can produce a list of items that can be equipped in that slot.",,,,,,,,,,,,,,,,0xFF01FE,
489,"|cffffd100Tip:|r If an enemy cast bar has a shield icon around it, that means you cannot interrupt the spell with your abilities.",,,,,,,,,,,,,,,,0xFF01FE,
490,"|cffffd100Tip:|r Your guild can schedule Guild Events using the in-game calendar. You choose to sign up for these events rather than waiting for an invitation.",,,,,,,,,,,,,,,,0xFF01FE,
491,"|cffffd100Tip:|r When the autocomplete feature suggests character names, you can use Tab or <Shift> Tab to select a name from the list.",,,,,,,,,,,,,,,,0xFF01FE,
500,"|cffffd100Tip:|r Always verify that you are accessing an official Blizzard website whenever submitting account information.",,,,,,,,,,,,,,,,0xFF01FE,
501,"|cffffd100Tip:|r Emails from Blizzard will always end in either blizzard.com or battle.net.",,,,,,,,,,,,,,,,0xFF01FE,
502,"|cffffd100Tip:|r You can download free programs to regularly scan your machine for malicious software including keyloggers.",,,,,,,,,,,,,,,,0xFF01FE,
503,"|cffffd100Tip:|r For additional features and functionality, merge your World of Warcraft account into a Blizzard Battle.net account.",,,,,,,,,,,,,,,,0xFF01FE,
504,"|cffffd100Tip:|r Using a Blizzard Authenticator or Battle.net Mobile Authenticator will help protect your World of Warcraft account from theft.",,,,,,,,,,,,,,,,0xFF01FE,
505,"|cffffd100Tip:|r To avoid account theft, do not login to World of Warcraft on a computer that is shared with the general public. These machines can be infected with malicious software.",,,,,,,,,,,,,,,,0xFF01FE,
506,"|cffffd100Tip:|r Be wary of unofficial sites advertising paid World of Warcraft services. These may contain malicious software that can lead to account theft.",,,,,,,,,,,,,,,,0xFF01FE,
507,"|cffffd100Tip:|r To avoid account theft, do not use browser add-ons or features that allow scripts to be run in the background.",,,,,,,,,,,,,,,,0xFF01FE,
508,"|cffffd100Tip:|r Quest locations and questgivers can be seen on your map.",,,,,,,,,,,,,,,,0xFF01FE,
509,"|cffffd100Tip:|r You can earn rewards for running random dungeons using the Dungeon Finder tool. You can go with a group of friends or use Dungeon Finder to find a dungeon group.",,,,,,,,,,,,,,,,0xFF01FE,
