long,str,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,flags,
38,"You beckon everyone over to you.",,,,,,,,,,,,,,,,0xFF01FE,
39,"%s begs %s.  How pathetic.",,,,,,,,,,,,,,,,0xFF01FE,
40,"%s begs you.  How pathetic.",,,,,,,,,,,,,,,,0xFF01FE,
41,"You beg %s.  How pathetic.",,,,,,,,,,,,,,,,0xFF01FE,
42,"%s begs everyone around him.  How pathetic.",,,,,,,,,,,,,,,,0xFF01FE,
43,"You beg everyone around you. How pathetic.",,,,,,,,,,,,,,,,0xFF01FE,
44,"%s begs everyone around her.  How pathetic.",,,,,,,,,,,,,,,,0xFF01FE,
45,"%s bites %s.  Ouch!",,,,,,,,,,,,,,,,0xFF01FE,
46,"%s bites you.  Ouch!",,,,,,,,,,,,,,,,0xFF01FE,
47,"You bite %s.  Ouch!",,,,,,,,,,,,,,,,0xFF01FE,
48,"%s looks around for someone to bite.",,,,,,,,,,,,,,,,0xFF01FE,
49,"You look around for someone to bite.",,,,,,,,,,,,,,,,0xFF01FE,
50,"Blood oozes from %s's wounds.",,,,,,,,,,,,,,,,0xFF01FE,
51,"Blood oozes from your wounds.",,,,,,,,,,,,,,,,0xFF01FE,
52,"%s blinks at %s.",,,,,,,,,,,,,,,,0xFF01FE,
53,"%s blinks at you.",,,,,,,,,,,,,,,,0xFF01FE,
54,"You blink at %s.",,,,,,,,,,,,,,,,0xFF01FE,
55,"%s blinks.",,,,,,,,,,,,,,,,0xFF01FE,
56,"You blink your eyes.",,,,,,,,,,,,,,,,0xFF01FE,
57,"%s blushes at %s.",,,,,,,,,,,,,,,,0xFF01FE,
58,"%s blushes at you.",,,,,,,,,,,,,,,,0xFF01FE,
59,"You blush at %s.",,,,,,,,,,,,,,,,0xFF01FE,
60,"%s blushes.",,,,,,,,,,,,,,,,0xFF01FE,
61,"You blush.",,,,,,,,,,,,,,,,0xFF01FE,
62,"%s bonks %s on the noggin.  Doh!",,,,,,,,,,,,,,,,0xFF01FE,
63,"%s bonks you on the noggin.  Doh!",,,,,,,,,,,,,,,,0xFF01FE,
64,"You bonk %s on the noggin.  Doh!",,,,,,,,,,,,,,,,0xFF01FE,
65,"%s bonks his own noggin.  Doh!",,,,,,,,,,,,,,,,0xFF01FE,
66,"You bonk yourself on the noggin.  Doh!",,,,,,,,,,,,,,,,0xFF01FE,
67,"%s bonks her own noggin.  Doh!",,,,,,,,,,,,,,,,0xFF01FE,
68,"%s is terribly bored with %s.",,,,,,,,,,,,,,,,0xFF01FE,
69,"%s is terribly bored with you.",,,,,,,,,,,,,,,,0xFF01FE,
70,"You are terribly bored with %s.",,,,,,,,,,,,,,,,0xFF01FE,
71,"%s is overcome with boredom.  Oh the drudgery!",,,,,,,,,,,,,,,,0xFF01FE,
72,"You are overcome with boredom.  Oh the drudgery!",,,,,,,,,,,,,,,,0xFF01FE,
73,"%s bounces up and down in front of %s.",,,,,,,,,,,,,,,,0xFF01FE,
74,"%s bounces up and down in front of you.",,,,,,,,,,,,,,,,0xFF01FE,
75,"You bounce up and down in front of %s.",,,,,,,,,,,,,,,,0xFF01FE,
76,"%s bounces up and down.",,,,,,,,,,,,,,,,0xFF01FE,
77,"You bounce up and down.",,,,,,,,,,,,,,,,0xFF01FE,
78,"%s will be right back.  Sit tight, %s.",,,,,,,,,,,,,,,,0xFF01FE,
79,"%s will be right back.  Sit tight.",,,,,,,,,,,,,,,,0xFF01FE,
80,"You let %s know you'll be right back.",,,,,,,,,,,,,,,,0xFF01FE,
81,"%s will be right back.",,,,,,,,,,,,,,,,0xFF01FE,
82,"You let everyone know you'll be right back.",,,,,,,,,,,,,,,,0xFF01FE,
83,"%s bows before %s.",,,,,,,,,,,,,,,,0xFF01FE,
84,"%s bows before you.",,,,,,,,,,,,,,,,0xFF01FE,
85,"You bow before %s.",,,,,,,,,,,,,,,,0xFF01FE,
86,"%s bows down graciously.",,,,,,,,,,,,,,,,0xFF01FE,
87,"You bow down graciously.",,,,,,,,,,,,,,,,0xFF01FE,
88,"%s burps rudely in %s's face.",,,,,,,,,,,,,,,,0xFF01FE,
89,"%s burps rudely in your face.",,,,,,,,,,,,,,,,0xFF01FE,
90,"You burp rudely in %s's face.",,,,,,,,,,,,,,,,0xFF01FE,
91,"%s lets out a loud belch.",,,,,,,,,,,,,,,,0xFF01FE,
92,"You let out a loud belch.",,,,,,,,,,,,,,,,0xFF01FE,
93,"%s waves goodbye to %s.  Farewell!",,,,,,,,,,,,,,,,0xFF01FE,
94,"%s waves goodbye to you.  Farewell!",,,,,,,,,,,,,,,,0xFF01FE,
95,"You wave goodbye to %s.  Farewell!",,,,,,,,,,,,,,,,0xFF01FE,
96,"%s waves goodbye to everyone.  Farewell!",,,,,,,,,,,,,,,,0xFF01FE,
97,"You wave goodbye to everyone.  Farewell!",,,,,,,,,,,,,,,,0xFF01FE,
98,"%s cackles maniacally at %s.",,,,,,,,,,,,,,,,0xFF01FE,
99,"%s cackles maniacally at you.",,,,,,,,,,,,,,,,0xFF01FE,
100,"You cackle maniacally at %s.",,,,,,,,,,,,,,,,0xFF01FE,
101,"%s cackles maniacally at the situation.",,,,,,,,,,,,,,,,0xFF01FE,
102,"You cackle maniacally at the situation.",,,,,,,,,,,,,,,,0xFF01FE,
103,"%s cheers at %s!",,,,,,,,,,,,,,,,0xFF01FE,
104,"%s cheers at you.",,,,,,,,,,,,,,,,0xFF01FE,
105,"You cheer at %s.",,,,,,,,,,,,,,,,0xFF01FE,
106,"%s cheers!",,,,,,,,,,,,,,,,0xFF01FE,
107,"You cheer!",,,,,,,,,,,,,,,,0xFF01FE,
108,"With arms flapping, %s struts around %s.  Cluck, Cluck, Chicken!",,,,,,,,,,,,,,,,0xFF01FE,
109,"With arms flapping, %s struts around you.  Cluck, Cluck, Chicken!",,,,,,,,,,,,,,,,0xFF01FE,
110,"With arms flapping, you strut around %s.  Cluck, Cluck, Chicken!",,,,,,,,,,,,,,,,0xFF01FE,
111,"With arms flapping, %s struts around.  Cluck, Cluck, Chicken!",,,,,,,,,,,,,,,,0xFF01FE,
112,"With arms flapping, you strut around.  Cluck, Cluck, Chicken!",,,,,,,,,,,,,,,,0xFF01FE,
113,"%s chuckles at %s.",,,,,,,,,,,,,,,,0xFF01FE,
114,"%s chuckles at you.",,,,,,,,,,,,,,,,0xFF01FE,
115,"You chuckle at %s.",,,,,,,,,,,,,,,,0xFF01FE,
116,"%s lets out a hearty chuckle.",,,,,,,,,,,,,,,,0xFF01FE,
117,"You let out a hearty chuckle.",,,,,,,,,,,,,,,,0xFF01FE,
118,"%s claps excitedly for %s.",,,,,,,,,,,,,,,,0xFF01FE,
119,"%s claps excitedly for you.",,,,,,,,,,,,,,,,0xFF01FE,
120,"You clap excitedly for %s.",,,,,,,,,,,,,,,,0xFF01FE,
121,"%s claps excitedly.",,,,,,,,,,,,,,,,0xFF01FE,
122,"You clap excitedly.",,,,,,,,,,,,,,,,0xFF01FE,
123,"%s looks at %s with a confused look.",,,,,,,,,,,,,,,,0xFF01FE,
124,"%s looks at you with a confused look.",,,,,,,,,,,,,,,,0xFF01FE,
125,"You look at %s with a confused look.",,,,,,,,,,,,,,,,0xFF01FE,
126,"%s is hopelessly confused.",,,,,,,,,,,,,,,,0xFF01FE,
127,"You are hopelessly confused.",,,,,,,,,,,,,,,,0xFF01FE,
128,"%s congratulates %s.",,,,,,,,,,,,,,,,0xFF01FE,
129,"%s congratulates you.",,,,,,,,,,,,,,,,0xFF01FE,
130,"You congratulate %s.",,,,,,,,,,,,,,,,0xFF01FE,
131,"%s congratulates everyone.",,,,,,,,,,,,,,,,0xFF01FE,
132,"You congratulate everyone around you.",,,,,,,,,,,,,,,,0xFF01FE,
133,"%s coughs at %s.",,,,,,,,,,,,,,,,0xFF01FE,
134,"%s coughs at you.",,,,,,,,,,,,,,,,0xFF01FE,
135,"You cough at %s.",,,,,,,,,,,,,,,,0xFF01FE,
136,"%s lets out a hacking cough.",,,,,,,,,,,,,,,,0xFF01FE,
137,"You let out a hacking cough.",,,,,,,,,,,,,,,,0xFF01FE,
138,"%s cowers in fear at the sight of %s.",,,,,,,,,,,,,,,,0xFF01FE,
139,"%s cowers in fear at the sight of you.",,,,,,,,,,,,,,,,0xFF01FE,
140,"You cower in fear at the sight of %s.",,,,,,,,,,,,,,,,0xFF01FE,
141,"%s cowers in fear.",,,,,,,,,,,,,,,,0xFF01FE,
142,"You cower in fear.",,,,,,,,,,,,,,,,0xFF01FE,
143,"%s cracks his knuckles while staring at %s.",,,,,,,,,,,,,,,,0xFF01FE,
144,"%s cracks his knuckles while staring at you.",,,,,,,,,,,,,,,,0xFF01FE,
145,"You crack your knuckles while staring at %s.",,,,,,,,,,,,,,,,0xFF01FE,
146,"%s cracks his knuckles.",,,,,,,,,,,,,,,,0xFF01FE,
147,"You crack your knuckles.",,,,,,,,,,,,,,,,0xFF01FE,
148,"%s cracks her knuckles while staring at %s.",,,,,,,,,,,,,,,,0xFF01FE,
149,"%s cracks her knuckles while staring at you.",,,,,,,,,,,,,,,,0xFF01FE,
150,"%s cracks her knuckles.",,,,,,,,,,,,,,,,0xFF01FE,
151,"%s cringes away from %s.",,,,,,,,,,,,,,,,0xFF01FE,
152,"%s cringes away from you.",,,,,,,,,,,,,,,,0xFF01FE,
153,"You cringe away from %s.",,,,,,,,,,,,,,,,0xFF01FE,
154,"%s cringes in fear.",,,,,,,,,,,,,,,,0xFF01FE,
155,"You cringe in fear.",,,,,,,,,,,,,,,,0xFF01FE,
156,"%s cries on %s's shoulder.",,,,,,,,,,,,,,,,0xFF01FE,
157,"%s cries on your shoulder.",,,,,,,,,,,,,,,,0xFF01FE,
158,"You cry on %s's shoulder.",,,,,,,,,,,,,,,,0xFF01FE,
159,"%s cries.",,,,,,,,,,,,,,,,0xFF01FE,
160,"You cry.",,,,,,,,,,,,,,,,0xFF01FE,
161,"%s is curious what %s is up to.",,,,,,,,,,,,,,,,0xFF01FE,
162,"%s is curious what you are up to.",,,,,,,,,,,,,,,,0xFF01FE,
163,"You are curious what %s is up to.",,,,,,,,,,,,,,,,0xFF01FE,
164,"%s expresses his curiosity to everyone.",,,,,,,,,,,,,,,,0xFF01FE,
165,"You express your curiosity to those around you.",,,,,,,,,,,,,,,,0xFF01FE,
166,"%s expresses her curiosity to everyone.",,,,,,,,,,,,,,,,0xFF01FE,
167,"%s curtsies before %s.",,,,,,,,,,,,,,,,0xFF01FE,
168,"%s curtsies before you.",,,,,,,,,,,,,,,,0xFF01FE,
169,"You curtsey before %s.",,,,,,,,,,,,,,,,0xFF01FE,
170,"%s curtsies.",,,,,,,,,,,,,,,,0xFF01FE,
171,"You curtsey.",,,,,,,,,,,,,,,,0xFF01FE,
172,"%s dances with %s.",,,,,,,,,,,,,,,,0xFF01FE,
173,"%s dances with you.",,,,,,,,,,,,,,,,0xFF01FE,
174,"You dance with %s.",,,,,,,,,,,,,,,,0xFF01FE,
175,"%s bursts into dance.",,,,,,,,,,,,,,,,0xFF01FE,
176,"You burst into dance.",,,,,,,,,,,,,,,,0xFF01FE,
177,"%s raises a drink to %s.  Cheers!",,,,,,,,,,,,,,,,0xFF01FE,
178,"%s raises a drink to you.  Cheers!",,,,,,,,,,,,,,,,0xFF01FE,
179,"You raise a drink to %s.  Cheers!",,,,,,,,,,,,,,,,0xFF01FE,
180,"%s raises a drink in the air before chugging it down.  Cheers!",,,,,,,,,,,,,,,,0xFF01FE,
181,"You raise a drink in the air before chugging it down.  Cheers!",,,,,,,,,,,,,,,,0xFF01FE,
182,"%s looks at %s and begins to drool.",,,,,,,,,,,,,,,,0xFF01FE,
183,"%s looks at you and begins to drool.",,,,,,,,,,,,,,,,0xFF01FE,
184,"You look at %s and begin to drool.",,,,,,,,,,,,,,,,0xFF01FE,
185,"A tendril of drool runs down %s's lip.",,,,,,,,,,,,,,,,0xFF01FE,
186,"A tendril of drool runs down your lip.",,,,,,,,,,,,,,,,0xFF01FE,
187,"%s begins to eat in front of %s.",,,,,,,,,,,,,,,,0xFF01FE,
188,"%s begins to eat rations in front of you.",,,,,,,,,,,,,,,,0xFF01FE,
189,"You begin to eat in front of %s.",,,,,,,,,,,,,,,,0xFF01FE,
190,"%s begins to eat.",,,,,,,,,,,,,,,,0xFF01FE,
191,"You begin to eat.",,,,,,,,,,,,,,,,0xFF01FE,
192,"%s eyes %s up and down.",,,,,,,,,,,,,,,,0xFF01FE,
193,"%s eyes you up and down.",,,,,,,,,,,,,,,,0xFF01FE,
194,"You eye %s up and down.",,,,,,,,,,,,,,,,0xFF01FE,
195,"%s looks at you with crossed eyes.",,,,,,,,,,,,,,,,0xFF01FE,
196,"You cross your eyes.",,,,,,,,,,,,,,,,0xFF01FE,
197,"%s brushes up against %s and farts loudly.",,,,,,,,,,,,,,,,0xFF01FE,
198,"%s brushes up against you and farts loudly.",,,,,,,,,,,,,,,,0xFF01FE,
199,"You brush up against %s and fart loudly.",,,,,,,,,,,,,,,,0xFF01FE,
200,"%s farts loudly.  Whew...what stinks?",,,,,,,,,,,,,,,,0xFF01FE,
201,"You fart loudly.  Whew...what stinks?",,,,,,,,,,,,,,,,0xFF01FE,
202,"%s fidgets impatiently while waiting for %s.",,,,,,,,,,,,,,,,0xFF01FE,
203,"%s fidgets impatiently while waiting for you.",,,,,,,,,,,,,,,,0xFF01FE,
204,"You fidget impatiently while waiting for %s.",,,,,,,,,,,,,,,,0xFF01FE,
205,"%s fidgets.",,,,,,,,,,,,,,,,0xFF01FE,
206,"You fidget.",,,,,,,,,,,,,,,,0xFF01FE,
207,"%s flexes at %s.  Oooooh so strong!",,,,,,,,,,,,,,,,0xFF01FE,
208,"%s flexes at you.  Oooooh so strong!",,,,,,,,,,,,,,,,0xFF01FE,
209,"You flex at %s.  Oooooh so strong!",,,,,,,,,,,,,,,,0xFF01FE,
210,"%s flexes his muscles.  Oooooh so strong!",,,,,,,,,,,,,,,,0xFF01FE,
211,"You flex your muscles.  Oooooh so strong!",,,,,,,,,,,,,,,,0xFF01FE,
212,"%s flexes her muscles.  Oooooh so strong!",,,,,,,,,,,,,,,,0xFF01FE,
213,"%s frowns with disappointment at %s.",,,,,,,,,,,,,,,,0xFF01FE,
214,"%s frowns with disappointment at you.",,,,,,,,,,,,,,,,0xFF01FE,
215,"You frown with disappointment at %s.",,,,,,,,,,,,,,,,0xFF01FE,
216,"%s frowns.",,,,,,,,,,,,,,,,0xFF01FE,
217,"You frown.",,,,,,,,,,,,,,,,0xFF01FE,
218,"%s gasps at %s.",,,,,,,,,,,,,,,,0xFF01FE,
219,"%s gasps at you.",,,,,,,,,,,,,,,,0xFF01FE,
220,"You gasp at %s.",,,,,,,,,,,,,,,,0xFF01FE,
221,"%s gasps.",,,,,,,,,,,,,,,,0xFF01FE,
222,"You gasp.",,,,,,,,,,,,,,,,0xFF01FE,
223,"%s gazes longingly at %s.",,,,,,,,,,,,,,,,0xFF01FE,
224,"%s gazes longingly at you.",,,,,,,,,,,,,,,,0xFF01FE,
225,"You gaze longingly at %s.",,,,,,,,,,,,,,,,0xFF01FE,
226,"%s gazes off into the distance.",,,,,,,,,,,,,,,,0xFF01FE,
227,"You gaze off into the distance.",,,,,,,,,,,,,,,,0xFF01FE,
228,"%s giggles at %s.",,,,,,,,,,,,,,,,0xFF01FE,
229,"%s giggles at you.",,,,,,,,,,,,,,,,0xFF01FE,
230,"You giggle at %s.",,,,,,,,,,,,,,,,0xFF01FE,
231,"%s giggles.",,,,,,,,,,,,,,,,0xFF01FE,
232,"You giggle.",,,,,,,,,,,,,,,,0xFF01FE,
233,"%s glares angrily at %s.",,,,,,,,,,,,,,,,0xFF01FE,
234,"%s glares angrily at you.",,,,,,,,,,,,,,,,0xFF01FE,
235,"You glare angrily at %s.",,,,,,,,,,,,,,,,0xFF01FE,
236,"%s glares angrily.",,,,,,,,,,,,,,,,0xFF01FE,
237,"You glare angrily.",,,,,,,,,,,,,,,,0xFF01FE,
238,"%s gloats over %s's misfortune.",,,,,,,,,,,,,,,,0xFF01FE,
239,"%s gloats over your misfortune.",,,,,,,,,,,,,,,,0xFF01FE,
240,"You gloat over %s's misfortune.",,,,,,,,,,,,,,,,0xFF01FE,
241,"%s gloats over everyone's misfortune.",,,,,,,,,,,,,,,,0xFF01FE,
242,"You gloat over everyone's misfortune.",,,,,,,,,,,,,,,,0xFF01FE,
243,"%s greets %s warmly.",,,,,,,,,,,,,,,,0xFF01FE,
244,"%s greets you warmly.",,,,,,,,,,,,,,,,0xFF01FE,
245,"You greet %s warmly.",,,,,,,,,,,,,,,,0xFF01FE,
246,"%s greets everyone warmly.",,,,,,,,,,,,,,,,0xFF01FE,
247,"You greet everyone warmly.",,,,,,,,,,,,,,,,0xFF01FE,
248,"%s grins wickedly at %s.",,,,,,,,,,,,,,,,0xFF01FE,
249,"%s grins at you wickedly.",,,,,,,,,,,,,,,,0xFF01FE,
250,"You grin wickedly at %s.",,,,,,,,,,,,,,,,0xFF01FE,
251,"%s grins wickedly.",,,,,,,,,,,,,,,,0xFF01FE,
252,"You grin wickedly.",,,,,,,,,,,,,,,,0xFF01FE,
253,"%s looks at %s and groans.",,,,,,,,,,,,,,,,0xFF01FE,
254,"%s looks at you and groans.",,,,,,,,,,,,,,,,0xFF01FE,
255,"You look at %s and groan.",,,,,,,,,,,,,,,,0xFF01FE,
256,"%s begins to groan.",,,,,,,,,,,,,,,,0xFF01FE,
257,"You begin to groan.",,,,,,,,,,,,,,,,0xFF01FE,
258,"%s grovels before %s like a subservient peon.",,,,,,,,,,,,,,,,0xFF01FE,
259,"%s grovels before you like a subservient peon.",,,,,,,,,,,,,,,,0xFF01FE,
260,"You grovel before %s like a subservient peon.",,,,,,,,,,,,,,,,0xFF01FE,
261,"%s grovels on the ground, wallowing in subservience.",,,,,,,,,,,,,,,,0xFF01FE,
262,"You grovel on the ground, wallowing in subservience.",,,,,,,,,,,,,,,,0xFF01FE,
263,"%s takes one look at %s and lets out a guffaw!",,,,,,,,,,,,,,,,0xFF01FE,
264,"%s takes one look at you and lets out a guffaw!",,,,,,,,,,,,,,,,0xFF01FE,
265,"You take one look at %s and let out a guffaw!",,,,,,,,,,,,,,,,0xFF01FE,
266,"%s lets out a boisterous guffaw!",,,,,,,,,,,,,,,,0xFF01FE,
267,"You let out a boisterous guffaw!",,,,,,,,,,,,,,,,0xFF01FE,
268,"%s hails %s.",,,,,,,,,,,,,,,,0xFF01FE,
269,"%s hails you.",,,,,,,,,,,,,,,,0xFF01FE,
270,"You hail %s.",,,,,,,,,,,,,,,,0xFF01FE,
271,"%s hails everyone around him.",,,,,,,,,,,,,,,,0xFF01FE,
272,"You hail those around you.",,,,,,,,,,,,,,,,0xFF01FE,
273,"%s hails everyone around her.",,,,,,,,,,,,,,,,0xFF01FE,
274,"%s is very happy with %s!",,,,,,,,,,,,,,,,0xFF01FE,
275,"%s is very happy with you!",,,,,,,,,,,,,,,,0xFF01FE,
276,"You are very happy with %s!",,,,,,,,,,,,,,,,0xFF01FE,
277,"%s is filled with happiness!",,,,,,,,,,,,,,,,0xFF01FE,
278,"You are filled with happiness!",,,,,,,,,,,,,,,,0xFF01FE,
279,"%s greets %s with a hearty hello!",,,,,,,,,,,,,,,,0xFF01FE,
280,"%s greets you with a hearty hello!",,,,,,,,,,,,,,,,0xFF01FE,
281,"You greet %s with a hearty hello!",,,,,,,,,,,,,,,,0xFF01FE,
282,"%s greets everyone with a hearty hello!",,,,,,,,,,,,,,,,0xFF01FE,
283,"You greet everyone with a hearty hello!",,,,,,,,,,,,,,,,0xFF01FE,
284,"%s hugs %s.",,,,,,,,,,,,,,,,0xFF01FE,
285,"%s hugs you.",,,,,,,,,,,,,,,,0xFF01FE,
286,"You hug %s.",,,,,,,,,,,,,,,,0xFF01FE,
287,"%s needs a hug!",,,,,,,,,,,,,,,,0xFF01FE,
288,"You need a hug!",,,,,,,,,,,,,,,,0xFF01FE,
289,"%s is hungry.  Maybe %s has some food...",,,,,,,,,,,,,,,,0xFF01FE,
290,"%s is hungry.  Maybe you have some food...",,,,,,,,,,,,,,,,0xFF01FE,
291,"You are hungry.  Maybe %s has some food...",,,,,,,,,,,,,,,,0xFF01FE,
292,"%s is hungry!",,,,,,,,,,,,,,,,0xFF01FE,
293,"You are hungry!",,,,,,,,,,,,,,,,0xFF01FE,
294,"%s blows %s a kiss.",,,,,,,,,,,,,,,,0xFF01FE,
295,"%s blows you a kiss.",,,,,,,,,,,,,,,,0xFF01FE,
296,"You blow a kiss to %s.",,,,,,,,,,,,,,,,0xFF01FE,
297,"%s blows a kiss into the wind.",,,,,,,,,,,,,,,,0xFF01FE,
298,"You blow a kiss into the wind.",,,,,,,,,,,,,,,,0xFF01FE,
299,"%s kneels before %s.",,,,,,,,,,,,,,,,0xFF01FE,
300,"%s kneels before you.",,,,,,,,,,,,,,,,0xFF01FE,
301,"You kneel before %s.",,,,,,,,,,,,,,,,0xFF01FE,
302,"%s kneels down.",,,,,,,,,,,,,,,,0xFF01FE,
303,"You kneel down.",,,,,,,,,,,,,,,,0xFF01FE,
304,"%s laughs at %s.",,,,,,,,,,,,,,,,0xFF01FE,
305,"%s laughs at you.",,,,,,,,,,,,,,,,0xFF01FE,
306,"You laugh at %s.",,,,,,,,,,,,,,,,0xFF01FE,
307,"%s laughs.",,,,,,,,,,,,,,,,0xFF01FE,
308,"You laugh.",,,,,,,,,,,,,,,,0xFF01FE,
309,"%s lies down before %s.",,,,,,,,,,,,,,,,0xFF01FE,
310,"%s lies down before you.",,,,,,,,,,,,,,,,0xFF01FE,
311,"You lie down before %s.",,,,,,,,,,,,,,,,0xFF01FE,
312,"%s lies down.",,,,,,,,,,,,,,,,0xFF01FE,
313,"You lie down.",,,,,,,,,,,,,,,,0xFF01FE,
314,"%s massages %s's shoulders.",,,,,,,,,,,,,,,,0xFF01FE,
315,"%s massages your shoulders.",,,,,,,,,,,,,,,,0xFF01FE,
316,"You massage %s's shoulders.",,,,,,,,,,,,,,,,0xFF01FE,
317,"%s needs a massage!",,,,,,,,,,,,,,,,0xFF01FE,
318,"You need a massage!",,,,,,,,,,,,,,,,0xFF01FE,
319,"%s moans suggestively at %s.",,,,,,,,,,,,,,,,0xFF01FE,
320,"%s moans suggestively at you.",,,,,,,,,,,,,,,,0xFF01FE,
321,"You moan suggestively at %s.",,,,,,,,,,,,,,,,0xFF01FE,
322,"%s moans suggestively.",,,,,,,,,,,,,,,,0xFF01FE,
323,"You moan suggestively.",,,,,,,,,,,,,,,,0xFF01FE,
324,"%s drops his trousers and moons %s.",,,,,,,,,,,,,,,,0xFF01FE,
325,"%s drops his trousers and moons you.",,,,,,,,,,,,,,,,0xFF01FE,
326,"You drop your trousers and moon %s.",,,,,,,,,,,,,,,,0xFF01FE,
327,"%s drops his trousers and moons everyone.",,,,,,,,,,,,,,,,0xFF01FE,
328,"You drop your trousers and moon everyone.",,,,,,,,,,,,,,,,0xFF01FE,
329,"%s drops her trousers and moons %s.",,,,,,,,,,,,,,,,0xFF01FE,
330,"%s drops her trousers and moons you.",,,,,,,,,,,,,,,,0xFF01FE,
331,"%s drops her trousers and moons everyone.",,,,,,,,,,,,,,,,0xFF01FE,
332,"In quiet contemplation, %s mourns the death of %s.",,,,,,,,,,,,,,,,0xFF01FE,
333,"In quiet contemplation, %s mourns your death.",,,,,,,,,,,,,,,,0xFF01FE,
334,"In quiet contemplation, you mourn the death of %s.",,,,,,,,,,,,,,,,0xFF01FE,
335,"In quiet contemplation, %s mourns the loss of the dead.",,,,,,,,,,,,,,,,0xFF01FE,
336,"In quiet contemplation, you mourn the loss of the dead.",,,,,,,,,,,,,,,,0xFF01FE,
337,"%s tells %s NO.  Not going to happen.",,,,,,,,,,,,,,,,0xFF01FE,
338,"%s tells you NO.  Not going to happen.",,,,,,,,,,,,,,,,0xFF01FE,
339,"You tell %s NO.  Not going to happen.",,,,,,,,,,,,,,,,0xFF01FE,
340,"%s clearly states, NO.",,,,,,,,,,,,,,,,0xFF01FE,
341,"You clearly state, NO.",,,,,,,,,,,,,,,,0xFF01FE,
342,"%s nods at %s.",,,,,,,,,,,,,,,,0xFF01FE,
343,"%s nods at you.",,,,,,,,,,,,,,,,0xFF01FE,
344,"You nod at %s.",,,,,,,,,,,,,,,,0xFF01FE,
345,"%s nods.",,,,,,,,,,,,,,,,0xFF01FE,
346,"You nod.",,,,,,,,,,,,,,,,0xFF01FE,
347,"%s picks his nose and shows it to %s.",,,,,,,,,,,,,,,,0xFF01FE,
348,"%s picks his nose and shows it to you.",,,,,,,,,,,,,,,,0xFF01FE,
349,"You pick your nose and show it to %s.",,,,,,,,,,,,,,,,0xFF01FE,
350,"%s passes the time with a finger deep in one nostril.",,,,,,,,,,,,,,,,0xFF01FE,
